customer_id,company_name,business_sector,company_scale,establishment_year,region,employee_count,registration_date,current_status,segment
SME-2024-00386,CV Duta Sinergi Lestari,Jasa Keuangan,Menengah,2012,Semarang,89,2024-07-14,Aktif,Pelanggan Tetap
SME-2024-00387,CV Tirta Persada Pratama,Pertanian & Agribisnis,Kecil,2020,Surabaya,12,2020-03-21,Aktif,Pelanggan Tetap
SME-2024-00388,CV Surya Optima Lestari,Transportasi & Logistik,Kecil,2010,Yogyakarta,16,2020-09-30,Aktif,Pelanggan Tetap
SME-2024-00389,Toko Karya Andalan Mandiri,Jasa Keuangan,Mikro,2012,Batam,5,2020-06-06,Aktif,Pelanggan Tetap
SME-2024-00390,Kios Sentosa Utama Mandiri,Kesehatan,Mikro,2011,Medan,3,2020-02-11,Aktif,Pelanggan Tetap
SME-2024-00391,CV Permata Network Lestari,Pertanian & Agribisnis,Kecil,2022,Palembang,19,2021-12-10,Aktif,Pelanggan Tetap
SME-2024-00392,UD Surya Persada Pratama,Properti & Real Estate,Kecil,2022,Batam,17,2021-09-28,Aktif,Pelanggan Tetap
SME-2024-00393,Warung Mandiri Network Mandiri,Kuliner & F&B,Mikro,2021,Bandar Lampung,4,2024-02-16,Aktif,Pelanggan Tetap
SME-2024-00394,Toko Citra Sejahtera Lestari,Pertanian & Agribisnis,Mikro,2021,Bandar Lampung,3,2024-05-17,Aktif,Pelanggan Tetap
SME-2024-00395,UD Bumi Mulia,Teknologi Informasi,Kecil,2014,Medan,18,2020-08-11,Aktif,Pelanggan Tetap
SME-2024-00396,Toko Tirta Sejahtera Sentosa,Perdagangan Eceran,Mikro,2019,Bandar Lampung,1,2023-03-04,Aktif,Pelanggan Tetap
SME-2024-00397,UD Sriwijaya Cemerlang Jaya,Perdagangan Eceran,Kecil,2013,Jakarta,16,2021-03-07,Aktif,Pelanggan Tetap
SME-2024-00398,Toko Sumber Konektifitas Jaya,Teknologi Informasi,Kecil,2017,Semarang,14,2020-07-24,Aktif,Pelanggan Tetap
SME-2024-00399,CV Duta Utama Abadi,Perdagangan Eceran,Menengah,2014,Yogyakarta,26,2021-11-06,Aktif,Pelanggan Tetap
SME-2024-00400,UD Sentosa Andalan Jaya,Kesehatan,Mikro,2023,Batam,3,2024-12-26,Aktif,Pelanggan Tetap
SME-2024-00401,Toko Garuda Utama Mandiri,Transportasi & Logistik,Kecil,2017,Semarang,11,2024-05-27,Aktif,Pelanggan Tetap
SME-2024-00402,CV Mandiri Sakti Mandiri,Kuliner & F&B,Menengah,2022,Tangerang,48,2023-09-06,Aktif,Pelanggan Tetap
SME-2024-00403,Warung Bintang Sejahtera Abadi,Pertanian & Agribisnis,Mikro,2017,Tangerang,5,2023-12-11,Aktif,Pelanggan Tetap
SME-2024-00404,Toko Duta Utama Jaya,Jasa Keuangan,Kecil,2020,Bandung,16,2021-12-20,Aktif,Pelanggan Tetap
SME-2024-00405,CV Bumi Optima Mandiri,Properti & Real Estate,Kecil,2020,Denpasar,9,2023-10-04,Aktif,Pelanggan Tetap
SME-2024-00406,Toko Surya Persada Jaya,Jasa Keuangan,Kecil,2013,Malang,12,2021-12-08,Aktif,Pelanggan Tetap
SME-2024-00407,UD Bukit Solusi Abadi,Properti & Real Estate,Kecil,2014,Batam,8,2020-08-01,Aktif,Pelanggan Tetap
SME-2024-00408,UD Bukit Lestari Mandiri,Kuliner & F&B,Mikro,2011,Medan,5,2024-12-23,Aktif,Pelanggan Tetap
SME-2024-00409,CV Bukit Digital Abadi,Kesehatan,Menengah,2023,Medan,22,2021-08-09,Aktif,Pelanggan Tetap
SME-2024-00410,UD Surya Mulia Jaya,Kuliner & F&B,Mikro,2010,Malang,3,2020-02-27,Aktif,Pelanggan Tetap
SME-2024-00411,CV Jaya Utama Pratama,Konstruksi,Menengah,2012,Malang,67,2021-07-11,Aktif,Pelanggan Tetap
SME-2024-00412,UD Bintang Cemerlang Lestari,Konstruksi,Kecil,2018,Denpasar,7,2024-04-08,Aktif,Pelanggan Tetap
SME-2024-00413,Toko Jaya Sejahtera Pratama,Perdagangan Eceran,Mikro,2012,Medan,3,2022-11-02,Aktif,Pelanggan Tetap
SME-2024-00414,Toko Sumber Teknologi Abadi,Teknologi Informasi,Kecil,2016,Makassar,17,2023-08-06,Aktif,Pelanggan Tetap
SME-2024-00415,PT Sentosa Solusi Mandiri,Jasa Keuangan,Menengah,2013,Jakarta,63,2020-07-28,Aktif,Pelanggan Tetap
SME-2024-00416,UD Bumi Cemerlang Lestari,Manufaktur,Mikro,2017,Semarang,4,2024-07-21,Aktif,Pelanggan Tetap
SME-2024-00417,Kios Abadi Makmur Pratama,Transportasi & Logistik,Mikro,2022,Bandar Lampung,2,2021-09-28,Aktif,Pelanggan Tetap
SME-2024-00418,PT Mitra Sinergi Jaya,Perdagangan Eceran,Menengah,2018,Bandar Lampung,90,2023-05-13,Aktif,Pelanggan Tetap
SME-2024-00419,CV Berkah Makmur Jaya,Jasa Keuangan,Kecil,2016,Semarang,14,2020-07-25,Aktif,Pelanggan Tetap
SME-2024-00420,CV Sriwijaya Network Pratama,Media & Kreatif,Kecil,2010,Tangerang,5,2024-09-15,Aktif,Pelanggan Tetap
SME-2024-00421,Warung Bumi Cemerlang Jaya,Jasa Keuangan,Mikro,2018,Semarang,1,2021-09-08,Aktif,Pelanggan Tetap
SME-2024-00422,UD Mandiri Pratama Mandiri,Kuliner & F&B,Mikro,2017,Tangerang,5,2022-06-05,Aktif,Pelanggan Tetap
SME-2024-00423,Toko Permata Indah,Manufaktur,Kecil,2016,Surabaya,14,2024-02-15,Aktif,Pelanggan Tetap
SME-2024-00424,PT Bumi Andalan,Kesehatan,Menengah,2011,Semarang,27,2023-04-20,Aktif,Pelanggan Tetap
SME-2024-00425,Toko Mega Sejahtera Abadi,Pendidikan & Training,Mikro,2012,Palembang,1,2023-11-13,Aktif,Pelanggan Tetap
SME-2024-00426,Toko Mandiri Teknologi Lestari,Kuliner & F&B,Kecil,2017,Makassar,14,2023-07-21,Aktif,Pelanggan Tetap
SME-2024-00427,PT Sriwijaya Optima Lestari,Media & Kreatif,Menengah,2023,Batam,81,2024-07-10,Aktif,Pelanggan Tetap
SME-2024-00428,UD Jaya Pratama Jaya,Properti & Real Estate,Kecil,2019,Malang,11,2023-02-27,Aktif,Pelanggan Tetap
SME-2024-00429,Kios Berkah Sinergi Sentosa,Kesehatan,Mikro,2013,Tangerang,3,2022-09-16,Aktif,Pelanggan Tetap
SME-2024-00430,CV Bukit Pratama Jaya,Properti & Real Estate,Kecil,2020,Yogyakarta,13,2024-06-15,Aktif,Pelanggan Tetap
SME-2024-00431,Toko Sumber Sakti Jaya,Konstruksi,Kecil,2020,Medan,14,2020-01-11,Aktif,Pelanggan Tetap
SME-2024-00432,Toko Karya Solusi Mandiri,Konstruksi,Kecil,2019,Bandung,13,2023-01-12,Aktif,Pelanggan Tetap
SME-2024-00433,Toko Abadi Lestari Jaya,Jasa Keuangan,Kecil,2010,Batam,13,2021-09-10,Aktif,Pelanggan Tetap
SME-2024-00434,Warung Mitra Sakti,Teknologi Informasi,Mikro,2016,Batam,1,2021-09-03,Aktif,Pelanggan Tetap
SME-2024-00435,UD Tirta Teknologi Mandiri,Manufaktur,Mikro,2018,Palembang,1,2023-09-18,Aktif,Pelanggan Tetap
SME-2024-00436,Kios Berkah Solusi,Perdagangan Eceran,Mikro,2010,Semarang,5,2022-01-03,Aktif,Pelanggan Tetap
SME-2024-00437,PT Duta Sejahtera Pratama,Teknologi Informasi,Menengah,2011,Jakarta,62,2024-01-04,Aktif,Pelanggan Tetap
SME-2024-00438,PT Mega Teknologi Lestari,Kuliner & F&B,Menengah,2016,Denpasar,78,2023-01-10,Aktif,Pelanggan Tetap
SME-2024-00439,CV Tirta Sakti Mandiri,Perdagangan Eceran,Kecil,2014,Batam,9,2024-06-28,Aktif,Pelanggan Tetap
SME-2024-00440,CV Sumber Makmur Mandiri,Perdagangan Eceran,Kecil,2021,Bandar Lampung,15,2020-08-05,Aktif,Pelanggan Tetap
SME-2024-00441,PT Mandiri Mulia,Properti & Real Estate,Menengah,2011,Semarang,41,2021-03-09,Aktif,Pelanggan Tetap
SME-2024-00442,Toko Mega Makmur Abadi,Kesehatan,Kecil,2016,Bandar Lampung,7,2023-05-23,Aktif,Pelanggan Tetap
SME-2024-00443,UD Tirta Mulia Sentosa,Kuliner & F&B,Mikro,2014,Malang,5,2024-02-11,Aktif,Pelanggan Tetap
SME-2024-00444,CV Abadi Digital Lestari,Teknologi Informasi,Kecil,2015,Medan,15,2022-08-03,Aktif,Pelanggan Tetap
SME-2024-00445,Toko Abadi Teknologi Sentosa,Media & Kreatif,Kecil,2016,Batam,5,2023-10-13,Aktif,Pelanggan Tetap
SME-2024-00446,Toko Mega Sinergi Sentosa,Perdagangan Eceran,Kecil,2022,Palembang,8,2022-12-09,Aktif,Pelanggan Tetap
SME-2024-00447,UD Nusantara Bahagia Jaya,Media & Kreatif,Mikro,2011,Denpasar,2,2023-08-08,Aktif,Pelanggan Tetap
SME-2024-00448,Toko Sriwijaya Utama Jaya,Properti & Real Estate,Mikro,2020,Yogyakarta,4,2020-04-30,Aktif,Pelanggan Tetap
SME-2024-00449,Toko Berkah Data Abadi,Pendidikan & Training,Mikro,2021,Denpasar,2,2020-01-18,Aktif,Pelanggan Tetap
SME-2024-00450,Toko Sentosa Konektifitas Sentosa,Manufaktur,Kecil,2013,Makassar,10,2023-07-04,Aktif,Pelanggan Tetap
SME-2024-00451,Toko Duta Teknologi Sentosa,Pendidikan & Training,Kecil,2014,Semarang,10,2022-10-28,Aktif,Pelanggan Tetap
SME-2024-00452,PT Karya Persada Sentosa,Konstruksi,Besar,2018,Denpasar,199,2021-01-01,Aktif,Pelanggan Tetap
SME-2024-00453,Kios Citra Sinergi Abadi,Media & Kreatif,Mikro,2018,Tangerang,5,2024-04-16,Aktif,Pelanggan Tetap
SME-2024-00454,CV Mandiri Teknologi Sentosa,Perdagangan Eceran,Menengah,2018,Surabaya,84,2024-03-29,Aktif,Pelanggan Tetap
SME-2024-00455,UD Karya Sejahtera Mandiri,Jasa Keuangan,Mikro,2010,Palembang,4,2020-06-08,Aktif,Pelanggan Tetap
SME-2024-00456,UD Tirta Bahagia Abadi,Manufaktur,Kecil,2020,Medan,6,2024-11-14,Aktif,Pelanggan Tetap
SME-2024-00457,Warung Duta Konektifitas Pratama,Konstruksi,Mikro,2022,Yogyakarta,1,2023-12-25,Aktif,Pelanggan Tetap
SME-2024-00458,CV Surya Utama Abadi,Pendidikan & Training,Kecil,2011,Bandar Lampung,17,2024-06-09,Aktif,Pelanggan Tetap
SME-2024-00459,Warung Duta Andalan,Teknologi Informasi,Mikro,2010,Yogyakarta,5,2021-03-19,Aktif,Pelanggan Tetap
SME-2024-00460,Warung Bukit Makmur Sentosa,Media & Kreatif,Mikro,2019,Bandar Lampung,3,2021-10-10,Aktif,Pelanggan Tetap
SME-2024-00461,UD Jaya Sinergi Pratama,Transportasi & Logistik,Kecil,2020,Denpasar,17,2024-02-23,Aktif,Pelanggan Tetap
SME-2024-00462,CV Citra Digital Mandiri,Pendidikan & Training,Menengah,2023,Denpasar,100,2023-09-05,Aktif,Pelanggan Tetap
SME-2024-00463,PT Sentosa Solusi Pratama,Perdagangan Eceran,Menengah,2021,Makassar,73,2022-08-26,Aktif,Pelanggan Tetap
SME-2024-00464,PT Mitra Cemerlang Mandiri,Media & Kreatif,Menengah,2021,Bandar Lampung,59,2022-12-27,Aktif,Pelanggan Tetap
SME-2024-00465,CV Duta Network Abadi,Pertanian & Agribisnis,Kecil,2015,Makassar,15,2023-08-14,Aktif,Pelanggan Tetap
SME-2024-00466,Toko Surya Sejahtera Pratama,Jasa Keuangan,Kecil,2010,Medan,7,2022-10-07,Aktif,Pelanggan Tetap
SME-2024-00467,CV Jaya Lestari Lestari,Media & Kreatif,Kecil,2022,Batam,5,2023-04-03,Aktif,Pelanggan Tetap
SME-2024-00468,Warung Berkah Optima,Kesehatan,Mikro,2013,Bandung,3,2020-08-02,Aktif,Pelanggan Tetap
SME-2024-00469,CV Bumi Andalan Jaya,Teknologi Informasi,Menengah,2022,Semarang,65,2021-05-13,Aktif,Pelanggan Tetap
SME-2024-00470,CV Bumi Solusi Abadi,Kesehatan,Menengah,2019,Semarang,99,2022-10-23,Aktif,Pelanggan Tetap
SME-2024-00471,PT Jaya Sinergi Lestari,Kesehatan,Menengah,2012,Tangerang,41,2022-02-09,Aktif,Pelanggan Tetap
SME-2024-00472,Toko Tirta Mulia,Kesehatan,Kecil,2012,Denpasar,13,2023-11-20,Aktif,Pelanggan Tetap
SME-2024-00473,Warung Abadi Optima Sentosa,Properti & Real Estate,Mikro,2013,Tangerang,5,2023-08-31,Aktif,Pelanggan Tetap
SME-2024-00474,Toko Abadi Lestari Pratama,Kuliner & F&B,Mikro,2011,Yogyakarta,1,2020-07-22,Aktif,Pelanggan Tetap
SME-2024-00475,Warung Mega Bahagia,Konstruksi,Mikro,2021,Denpasar,4,2024-09-14,Aktif,Pelanggan Tetap
SME-2024-00476,Warung Mega Indah,Manufaktur,Mikro,2015,Malang,3,2021-11-13,Aktif,Pelanggan Tetap
SME-2024-00477,Kios Surya Utama,Pertanian & Agribisnis,Mikro,2010,Bandar Lampung,1,2022-05-25,Aktif,Pelanggan Tetap
SME-2024-00478,Toko Bumi Persada Lestari,Manufaktur,Kecil,2011,Bandar Lampung,7,2021-03-31,Aktif,Pelanggan Tetap
SME-2024-00479,CV Sumber Konektifitas Lestari,Teknologi Informasi,Kecil,2010,Bandung,20,2024-05-07,Aktif,Pelanggan Tetap
SME-2024-00480,CV Tirta Indah Lestari,Transportasi & Logistik,Menengah,2014,Bandar Lampung,68,2020-01-16,Aktif,Pelanggan Tetap
SME-2024-00481,Toko Citra Solusi Sentosa,Manufaktur,Kecil,2010,Jakarta,13,2024-07-20,Aktif,Pelanggan Tetap
SME-2024-00482,CV Surya Data Jaya,Pendidikan & Training,Kecil,2015,Tangerang,13,2023-03-11,Aktif,Pelanggan Tetap
SME-2024-00483,CV Sumber Utama Mandiri,Teknologi Informasi,Kecil,2021,Tangerang,10,2022-06-05,Aktif,Pelanggan Tetap
SME-2024-00484,CV Karya Optima,Pendidikan & Training,Menengah,2012,Surabaya,72,2024-08-21,Aktif,Pelanggan Tetap
SME-2024-00485,UD Garuda Data Abadi,Properti & Real Estate,Kecil,2017,Bandar Lampung,10,2023-07-23,Aktif,Pelanggan Tetap
SME-2024-00486,Toko Sriwijaya Solusi Lestari,Properti & Real Estate,Kecil,2011,Bandar Lampung,17,2022-09-26,Aktif,Pelanggan Tetap
SME-2024-00487,PT Bumi Makmur Mandiri,Jasa Keuangan,Menengah,2012,Tangerang,97,2020-04-25,Aktif,Pelanggan Tetap
SME-2024-00488,UD Mandiri Andalan Mandiri,Konstruksi,Kecil,2019,Palembang,15,2020-11-26,Aktif,Pelanggan Tetap
SME-2024-00489,CV Tirta Utama Pratama,Konstruksi,Menengah,2021,Bandung,80,2020-11-23,Aktif,Pelanggan Tetap
SME-2024-00490,Kios Karya Pratama Lestari,Properti & Real Estate,Mikro,2023,Semarang,2,2022-10-23,Aktif,Pelanggan Tetap
SME-2024-00491,PT Bintang Indah Pratama,Pendidikan & Training,Menengah,2018,Yogyakarta,25,2022-07-27,Aktif,Pelanggan Tetap
SME-2024-00492,Toko Berkah Sejahtera Abadi,Teknologi Informasi,Kecil,2014,Palembang,10,2020-02-22,Aktif,Pelanggan Tetap
SME-2024-00493,PT Permata Cemerlang Sentosa,Pertanian & Agribisnis,Menengah,2017,Denpasar,78,2023-05-02,Aktif,Pelanggan Tetap
SME-2024-00494,Toko Bintang Bahagia Pratama,Konstruksi,Mikro,2020,Bandung,1,2021-08-25,Aktif,Pelanggan Tetap
SME-2024-00495,Toko Bukit Solusi Sentosa,Media & Kreatif,Kecil,2015,Malang,19,2023-08-21,Aktif,Pelanggan Tetap
SME-2024-00496,CV Permata Digital Lestari,Pendidikan & Training,Kecil,2020,Tangerang,11,2022-08-23,Aktif,Pelanggan Tetap
SME-2024-00497,Warung Duta Sejahtera,Transportasi & Logistik,Mikro,2016,Yogyakarta,4,2022-09-22,Aktif,Pelanggan Tetap
SME-2024-00498,PT Nusantara Persada Lestari,Jasa Keuangan,Menengah,2015,Malang,40,2022-01-09,Aktif,Pelanggan Tetap
SME-2024-00499,CV Mega Network Sentosa,Kesehatan,Menengah,2018,Malang,78,2024-11-12,Aktif,Pelanggan Tetap
SME-2024-00500,CV Jaya Network Abadi,Transportasi & Logistik,Kecil,2017,Bandar Lampung,5,2024-02-11,Aktif,Pelanggan Tetap
SME-2024-00501,Toko Bumi Makmur Lestari,Perdagangan Eceran,Kecil,2020,Makassar,19,2020-05-14,Aktif,Pelanggan Tetap
SME-2024-00502,Kios Surya Sinergi Sentosa,Teknologi Informasi,Mikro,2020,Surabaya,5,2023-08-18,Aktif,Pelanggan Tetap
SME-2024-00503,Toko Tirta Sejahtera,Perdagangan Eceran,Mikro,2020,Bandar Lampung,3,2021-01-02,Aktif,Pelanggan Tetap
SME-2024-00504,PT Bumi Sinergi Jaya,Kesehatan,Menengah,2013,Yogyakarta,48,2020-08-24,Aktif,Pelanggan Tetap
SME-2024-00505,CV Surya Andalan Mandiri,Konstruksi,Menengah,2016,Bandung,74,2023-03-28,Aktif,Pelanggan Tetap
SME-2024-00506,Toko Bintang Network Pratama,Konstruksi,Kecil,2015,Yogyakarta,14,2021-11-27,Aktif,Pelanggan Tetap
SME-2024-00507,Toko Bukit Network,Properti & Real Estate,Kecil,2020,Makassar,16,2024-04-05,Aktif,Pelanggan Tetap
SME-2024-00508,Toko Karya Bahagia Sentosa,Properti & Real Estate,Kecil,2012,Makassar,20,2022-09-27,Aktif,Pelanggan Tetap
SME-2024-00509,CV Bukit Konektifitas Jaya,Teknologi Informasi,Menengah,2022,Bandar Lampung,33,2023-11-04,Aktif,Pelanggan Tetap
SME-2024-00510,Warung Surya Konektifitas Pratama,Media & Kreatif,Mikro,2017,Jakarta,4,2021-11-22,Aktif,Pelanggan Tetap
SME-2024-00511,PT Permata Optima Abadi,Pendidikan & Training,Besar,2014,Malang,329,2022-06-07,Aktif,Pelanggan Tetap
SME-2024-00512,Toko Nusantara Mulia Mandiri,Perdagangan Eceran,Kecil,2015,Denpasar,12,2023-03-19,Aktif,Pelanggan Tetap
SME-2024-00513,Kios Sriwijaya Andalan,Manufaktur,Mikro,2023,Jakarta,3,2022-09-30,Aktif,Pelanggan Tetap
SME-2024-00514,Kios Karya Makmur Mandiri,Konstruksi,Mikro,2013,Bandar Lampung,2,2020-01-05,Aktif,Pelanggan Tetap
SME-2024-00515,Toko Mega Andalan Pratama,Transportasi & Logistik,Kecil,2016,Batam,11,2021-05-15,Aktif,Pelanggan Tetap
SME-2024-00516,UD Garuda Digital Mandiri,Teknologi Informasi,Kecil,2011,Denpasar,16,2022-01-08,Aktif,Pelanggan Tetap
SME-2024-00517,Toko Jaya Bahagia Pratama,Konstruksi,Mikro,2014,Semarang,3,2021-12-26,Aktif,Pelanggan Tetap
SME-2024-00518,PT Nusantara Sakti Pratama,Properti & Real Estate,Besar,2017,Bandar Lampung,494,2024-01-13,Aktif,Pelanggan Tetap
SME-2024-00519,Toko Bumi Indah Pratama,Kuliner & F&B,Mikro,2010,Tangerang,5,2021-01-24,Aktif,Pelanggan Tetap
SME-2024-00520,Toko Mandiri Network Sentosa,Jasa Keuangan,Mikro,2017,Yogyakarta,2,2021-03-09,Aktif,Pelanggan Tetap
SME-2024-00521,CV Abadi Lestari Abadi,Konstruksi,Menengah,2017,Malang,43,2021-11-12,Aktif,Pelanggan Tetap
SME-2024-00522,CV Citra Bahagia Jaya,Pertanian & Agribisnis,Kecil,2016,Palembang,9,2024-09-23,Aktif,Pelanggan Tetap
SME-2024-00523,CV Sumber Network Mandiri,Properti & Real Estate,Kecil,2021,Medan,5,2022-06-16,Aktif,Pelanggan Tetap
SME-2024-00524,PT Tirta Utama Pratama,Transportasi & Logistik,Menengah,2019,Palembang,96,2020-03-19,Aktif,Pelanggan Tetap
SME-2024-00525,UD Garuda Indah Jaya,Pertanian & Agribisnis,Kecil,2012,Malang,6,2024-11-20,Aktif,Pelanggan Tetap
SME-2024-00526,Warung Nusantara Optima Lestari,Transportasi & Logistik,Mikro,2010,Semarang,3,2021-08-03,Aktif,Pelanggan Tetap
SME-2024-00527,UD Mandiri Indah Jaya,Pertanian & Agribisnis,Kecil,2022,Denpasar,15,2020-05-17,Aktif,Pelanggan Tetap
SME-2024-00528,Kios Berkah Makmur Lestari,Perdagangan Eceran,Mikro,2015,Bandar Lampung,5,2022-12-31,Aktif,Pelanggan Tetap
SME-2024-00529,UD Jaya Digital Mandiri,Transportasi & Logistik,Kecil,2019,Bandar Lampung,20,2023-12-17,Aktif,Pelanggan Tetap
SME-2024-00530,Warung Abadi Andalan Jaya,Teknologi Informasi,Mikro,2018,Makassar,5,2024-03-26,Aktif,Pelanggan Tetap
SME-2024-00531,CV Permata Optima,Transportasi & Logistik,Menengah,2019,Medan,68,2020-07-02,Aktif,Pelanggan Tetap
SME-2024-00532,CV Citra Konektifitas Lestari,Teknologi Informasi,Kecil,2010,Medan,12,2022-01-21,Aktif,Pelanggan Tetap
SME-2024-00533,CV Duta Optima,Transportasi & Logistik,Menengah,2014,Bandar Lampung,47,2020-11-08,Aktif,Pelanggan Tetap
SME-2024-00534,CV Bukit Solusi Sentosa,Transportasi & Logistik,Menengah,2016,Bandung,32,2024-12-25,Aktif,Pelanggan Tetap
SME-2024-00535,CV Nusantara Sinergi Pratama,Kesehatan,Kecil,2018,Palembang,14,2021-09-21,Aktif,Pelanggan Tetap
SME-2024-00536,CV Sriwijaya Persada Jaya,Kesehatan,Menengah,2013,Palembang,73,2023-03-30,Aktif,Pelanggan Tetap
SME-2024-00537,PT Surya Teknologi Jaya,Pertanian & Agribisnis,Besar,2021,Surabaya,336,2020-11-24,Aktif,Pelanggan Tetap
SME-2024-00538,Kios Bintang Persada Mandiri,Properti & Real Estate,Mikro,2017,Bandar Lampung,3,2022-02-06,Aktif,Pelanggan Tetap
SME-2024-00539,PT Nusantara Lestari Sentosa,Konstruksi,Menengah,2011,Jakarta,56,2023-05-04,Aktif,Pelanggan Tetap
SME-2024-00540,CV Tirta Makmur Mandiri,Pendidikan & Training,Kecil,2020,Medan,5,2022-09-04,Aktif,Pelanggan Tetap
SME-2024-00541,Warung Sentosa Solusi Sentosa,Media & Kreatif,Mikro,2012,Bandar Lampung,4,2024-07-07,Aktif,Pelanggan Tetap
SME-2024-00542,PT Sriwijaya Sejahtera Sentosa,Transportasi & Logistik,Menengah,2019,Yogyakarta,62,2024-07-14,Aktif,Pelanggan Tetap
SME-2024-00543,Kios Tirta Utama Pratama,Jasa Keuangan,Mikro,2016,Denpasar,3,2023-02-07,Aktif,Pelanggan Tetap
SME-2024-00544,Kios Citra Bahagia Abadi,Pendidikan & Training,Mikro,2017,Bandar Lampung,4,2023-05-09,Aktif,Pelanggan Tetap
SME-2024-00545,Toko Bintang Utama,Media & Kreatif,Mikro,2017,Semarang,5,2020-08-09,Aktif,Pelanggan Tetap
SME-2024-00546,UD Bumi Utama Abadi,Media & Kreatif,Kecil,2013,Surabaya,14,2021-03-25,Aktif,Pelanggan Tetap
SME-2024-00547,Warung Sumber Solusi,Kuliner & F&B,Mikro,2012,Yogyakarta,1,2023-10-05,Aktif,Pelanggan Tetap
SME-2024-00548,Toko Bukit Andalan Pratama,Manufaktur,Kecil,2016,Bandung,11,2021-11-08,Aktif,Pelanggan Tetap
SME-2024-00549,UD Mitra Makmur Abadi,Teknologi Informasi,Mikro,2014,Medan,4,2022-04-28,Aktif,Pelanggan Tetap
SME-2024-00550,CV Citra Andalan Sentosa,Perdagangan Eceran,Menengah,2022,Yogyakarta,71,2021-10-28,Aktif,Pelanggan Tetap
SME-2024-00551,CV Abadi Lestari Jaya,Properti & Real Estate,Kecil,2020,Yogyakarta,16,2021-11-28,Aktif,Pelanggan Tetap
SME-2024-00552,UD Berkah Sakti,Jasa Keuangan,Kecil,2012,Makassar,6,2020-09-14,Aktif,Pelanggan Tetap
SME-2024-00553,Toko Surya Pratama Abadi,Jasa Keuangan,Kecil,2022,Jakarta,11,2020-04-26,Aktif,Pelanggan Tetap
SME-2024-00554,UD Abadi Utama Mandiri,Konstruksi,Kecil,2011,Tangerang,12,2020-12-26,Aktif,Pelanggan Tetap
SME-2024-00555,Kios Bintang Indah Abadi,Konstruksi,Mikro,2022,Malang,5,2022-07-31,Aktif,Pelanggan Tetap
SME-2024-00556,Toko Karya Indah,Pertanian & Agribisnis,Mikro,2019,Denpasar,2,2020-04-23,Aktif,Pelanggan Tetap
SME-2024-00557,Kios Citra Sakti Lestari,Jasa Keuangan,Mikro,2010,Batam,1,2019-12-08,Aktif,Pelanggan Tetap
SME-2024-00558,CV Duta Solusi Sentosa,Perdagangan Eceran,Kecil,2015,Denpasar,17,2023-05-07,Aktif,Pelanggan Tetap
SME-2024-00559,CV Permata Solusi Sentosa,Teknologi Informasi,Menengah,2010,Jakarta,97,2023-08-30,Aktif,Pelanggan Tetap
SME-2024-00560,PT Duta Optima Jaya,Pendidikan & Training,Menengah,2014,Bandar Lampung,54,2022-03-28,Aktif,Pelanggan Tetap
SME-2024-00561,Toko Tirta Teknologi Abadi,Kesehatan,Mikro,2014,Medan,4,2022-04-27,Aktif,Pelanggan Tetap
SME-2024-00562,Toko Mandiri Solusi Jaya,Konstruksi,Mikro,2023,Bandung,5,2020-12-13,Aktif,Pelanggan Tetap
SME-2024-00563,Warung Garuda Cemerlang,Pertanian & Agribisnis,Mikro,2021,Palembang,1,2023-11-15,Aktif,Pelanggan Tetap
SME-2024-00564,Toko Sumber Mulia Lestari,Jasa Keuangan,Kecil,2022,Semarang,11,2024-08-15,Aktif,Pelanggan Tetap
SME-2024-00565,Kios Mandiri Optima Sentosa,Teknologi Informasi,Mikro,2019,Surabaya,5,2021-11-12,Aktif,Pelanggan Tetap
SME-2024-00566,Warung Sumber Data Sentosa,Jasa Keuangan,Mikro,2013,Bandar Lampung,2,2023-11-05,Aktif,Pelanggan Tetap
SME-2024-00567,Toko Nusantara Konektifitas Mandiri,Media & Kreatif,Mikro,2018,Surabaya,5,2020-11-18,Aktif,Pelanggan Tetap
SME-2024-00568,CV Garuda Indah Abadi,Transportasi & Logistik,Menengah,2022,Bandar Lampung,99,2021-05-11,Aktif,Pelanggan Tetap
SME-2024-00569,UD Bukit Pratama Lestari,Manufaktur,Kecil,2022,Medan,16,2023-11-11,Aktif,Pelanggan Tetap
SME-2024-00570,UD Jaya Digital Pratama,Transportasi & Logistik,Kecil,2013,Yogyakarta,11,2021-12-17,Aktif,Pelanggan Tetap
SME-2024-00571,Toko Nusantara Utama Lestari,Manufaktur,Kecil,2019,Bandung,10,2021-08-20,Aktif,Pelanggan Tetap
SME-2024-00572,Toko Surya Cemerlang Jaya,Konstruksi,Mikro,2013,Surabaya,4,2022-05-24,Aktif,Pelanggan Tetap
SME-2024-00573,Kios Jaya Makmur Sentosa,Pendidikan & Training,Mikro,2010,Yogyakarta,3,2024-08-10,Aktif,Pelanggan Tetap
SME-2024-00574,CV Bintang Digital Jaya,Manufaktur,Kecil,2011,Surabaya,15,2024-09-16,Aktif,Pelanggan Tetap
SME-2024-00575,PT Duta Pratama,Transportasi & Logistik,Menengah,2013,Denpasar,49,2021-07-07,Aktif,Pelanggan Tetap
SME-2024-00576,CV Sumber Konektifitas Jaya,Media & Kreatif,Menengah,2019,Tangerang,77,2023-01-20,Aktif,Pelanggan Tetap
SME-2024-00577,Toko Berkah Andalan Abadi,Properti & Real Estate,Mikro,2019,Batam,3,2024-09-30,Aktif,Pelanggan Tetap
