enrich_id,customer_id,scraped_date,web_context_summary,industry_growth_sentiment,competitor_mention_count,recent_news_flag,digital_presence_score,business_health_indicator,enrichment_tier
ENR-00323-001,SME-2024-00323,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,57,Growing,Tier-2 Sector-Regional Proxy
ENR-00324-001,SME-2024-00324,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00325-001,SME-2024-00325,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,False,69,Growing,Tier-1 Entity Lookup
ENR-00326-001,SME-2024-00326,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,59,Growing,Tier-2 Sector-Regional Proxy
ENR-00327-001,SME-2024-00327,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,1,False,44,Growing,Tier-2 Sector-Regional Proxy
ENR-00328-001,SME-2024-00328,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,3,False,79,Growing,Tier-1 Entity Lookup
ENR-00329-001,SME-2024-00329,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,False,78,Growing,Tier-1 Entity Lookup
ENR-00330-001,SME-2024-00330,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,47,Stable,Tier-2 Sector-Regional Proxy
ENR-00331-001,SME-2024-00331,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,0,False,51,Declining,Tier-2 Sector-Regional Proxy
ENR-00332-001,SME-2024-00332,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,2,False,49,Stable,Tier-1 Entity Lookup
ENR-00333-001,SME-2024-00333,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,2,True,62,Growing,Tier-1 Entity Lookup
ENR-00334-001,SME-2024-00334,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,True,92,Stable,Tier-1 Entity Lookup
ENR-00335-001,SME-2024-00335,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00336-001,SME-2024-00336,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,2,True,94,Growing,Tier-1 Entity Lookup
ENR-00337-001,SME-2024-00337,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Positif,0,False,40,Declining,Tier-2 Sector-Regional Proxy
ENR-00338-001,SME-2024-00338,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,41,Stable,Tier-2 Sector-Regional Proxy
ENR-00339-001,SME-2024-00339,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,55,Stable,Tier-2 Sector-Regional Proxy
ENR-00340-001,SME-2024-00340,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,0,True,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00341-001,SME-2024-00341,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,34,Growing,Tier-2 Sector-Regional Proxy
ENR-00342-001,SME-2024-00342,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,83,Stable,Tier-1 Entity Lookup
ENR-00343-001,SME-2024-00343,2026-06-15,Menang tender proyek infrastruktur pemerintah,Negatif,1,False,44,Growing,Tier-2 Sector-Regional Proxy
ENR-00344-001,SME-2024-00344,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00345-001,SME-2024-00345,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,1,False,50,Growing,Tier-1 Entity Lookup
ENR-00346-001,SME-2024-00346,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,0,False,45,Growing,Tier-2 Sector-Regional Proxy
ENR-00347-001,SME-2024-00347,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00348-001,SME-2024-00348,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Positif,3,False,80,Stable,Tier-1 Entity Lookup
ENR-00349-001,SME-2024-00349,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,78,Stable,Tier-1 Entity Lookup
ENR-00350-001,SME-2024-00350,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Negatif,0,False,36,Declining,Tier-2 Sector-Regional Proxy
ENR-00351-001,SME-2024-00351,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,20,Growing,Tier-2 Sector-Regional Proxy
ENR-00352-001,SME-2024-00352,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,45,Growing,Tier-2 Sector-Regional Proxy
ENR-00353-001,SME-2024-00353,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,3,False,69,Stable,Tier-1 Entity Lookup
ENR-00354-001,SME-2024-00354,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,3,True,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00355-001,SME-2024-00355,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,True,52,Growing,Tier-2 Sector-Regional Proxy
ENR-00356-001,SME-2024-00356,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,36,Stable,Tier-2 Sector-Regional Proxy
ENR-00357-001,SME-2024-00357,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,2,False,47,Growing,Tier-2 Sector-Regional Proxy
ENR-00358-001,SME-2024-00358,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,2,True,55,Declining,Tier-2 Sector-Regional Proxy
ENR-00359-001,SME-2024-00359,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,2,False,43,Growing,Tier-2 Sector-Regional Proxy
ENR-00360-001,SME-2024-00360,2026-06-15,Perusahaan Manufaktur menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,55,Stable,Tier-2 Sector-Regional Proxy
ENR-00361-001,SME-2024-00361,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Positif,1,True,37,Declining,Tier-2 Sector-Regional Proxy
ENR-00362-001,SME-2024-00362,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,0,True,37,Growing,Tier-2 Sector-Regional Proxy
ENR-00363-001,SME-2024-00363,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,72,Stable,Tier-2 Sector-Regional Proxy
ENR-00364-001,SME-2024-00364,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00365-001,SME-2024-00365,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Netral,3,True,58,Stable,Tier-1 Entity Lookup
ENR-00366-001,SME-2024-00366,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,41,Stable,Tier-1 Entity Lookup
ENR-00367-001,SME-2024-00367,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,72,Stable,Tier-1 Entity Lookup
ENR-00368-001,SME-2024-00368,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Negatif,3,True,63,Growing,Tier-1 Entity Lookup
ENR-00369-001,SME-2024-00369,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,84,Growing,Tier-1 Entity Lookup
ENR-00370-001,SME-2024-00370,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,62,Stable,Tier-2 Sector-Regional Proxy
ENR-00371-001,SME-2024-00371,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,0,True,22,Declining,Tier-2 Sector-Regional Proxy
ENR-00372-001,SME-2024-00372,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Negatif,1,False,53,Declining,Tier-2 Sector-Regional Proxy
ENR-00373-001,SME-2024-00373,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00374-001,SME-2024-00374,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,True,20,Stable,Tier-2 Sector-Regional Proxy
ENR-00375-001,SME-2024-00375,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,False,64,Growing,Tier-1 Entity Lookup
ENR-00376-001,SME-2024-00376,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,51,Growing,Tier-2 Sector-Regional Proxy
ENR-00377-001,SME-2024-00377,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,76,Stable,Tier-2 Sector-Regional Proxy
ENR-00378-001,SME-2024-00378,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,2,False,47,Growing,Tier-1 Entity Lookup
ENR-00379-001,SME-2024-00379,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,True,67,Stable,Tier-1 Entity Lookup
ENR-00380-001,SME-2024-00380,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,60,Growing,Tier-2 Sector-Regional Proxy
ENR-00381-001,SME-2024-00381,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,85,Stable,Tier-1 Entity Lookup
ENR-00382-001,SME-2024-00382,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,True,70,Stable,Tier-2 Sector-Regional Proxy
ENR-00383-001,SME-2024-00383,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,1,False,50,Growing,Tier-1 Entity Lookup
ENR-00384-001,SME-2024-00384,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,54,Declining,Tier-2 Sector-Regional Proxy
ENR-00385-001,SME-2024-00385,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,23,Growing,Tier-2 Sector-Regional Proxy
ENR-00386-001,SME-2024-00386,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,5,False,62,Stable,Tier-1 Entity Lookup
ENR-00387-001,SME-2024-00387,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,38,Stable,Tier-2 Sector-Regional Proxy
ENR-00388-001,SME-2024-00388,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00389-001,SME-2024-00389,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,49,Growing,Tier-2 Sector-Regional Proxy
ENR-00390-001,SME-2024-00390,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,False,45,Stable,Tier-2 Sector-Regional Proxy
ENR-00391-001,SME-2024-00391,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,62,Stable,Tier-2 Sector-Regional Proxy
ENR-00392-001,SME-2024-00392,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,True,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00393-001,SME-2024-00393,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,2,False,54,Growing,Tier-2 Sector-Regional Proxy
ENR-00394-001,SME-2024-00394,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00395-001,SME-2024-00395,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,57,Growing,Tier-2 Sector-Regional Proxy
ENR-00396-001,SME-2024-00396,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,0,True,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00397-001,SME-2024-00397,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,False,49,Declining,Tier-2 Sector-Regional Proxy
ENR-00398-001,SME-2024-00398,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,44,Stable,Tier-2 Sector-Regional Proxy
ENR-00399-001,SME-2024-00399,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,1,True,67,Growing,Tier-1 Entity Lookup
ENR-00400-001,SME-2024-00400,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,37,Stable,Tier-2 Sector-Regional Proxy
ENR-00401-001,SME-2024-00401,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,False,54,Stable,Tier-2 Sector-Regional Proxy
ENR-00402-001,SME-2024-00402,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Negatif,2,True,72,Stable,Tier-1 Entity Lookup
ENR-00403-001,SME-2024-00403,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,56,Growing,Tier-2 Sector-Regional Proxy
ENR-00404-001,SME-2024-00404,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,False,54,Stable,Tier-2 Sector-Regional Proxy
ENR-00405-001,SME-2024-00405,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00406-001,SME-2024-00406,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,1,True,64,Growing,Tier-2 Sector-Regional Proxy
ENR-00407-001,SME-2024-00407,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,36,Stable,Tier-2 Sector-Regional Proxy
ENR-00408-001,SME-2024-00408,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,True,48,Stable,Tier-2 Sector-Regional Proxy
ENR-00409-001,SME-2024-00409,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,2,False,66,Stable,Tier-1 Entity Lookup
ENR-00410-001,SME-2024-00410,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,39,Growing,Tier-2 Sector-Regional Proxy
ENR-00411-001,SME-2024-00411,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Netral,3,False,65,Stable,Tier-1 Entity Lookup
ENR-00412-001,SME-2024-00412,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,2,False,59,Declining,Tier-2 Sector-Regional Proxy
ENR-00413-001,SME-2024-00413,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,3,True,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00414-001,SME-2024-00414,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,67,Growing,Tier-2 Sector-Regional Proxy
ENR-00415-001,SME-2024-00415,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,60,Stable,Tier-1 Entity Lookup
ENR-00416-001,SME-2024-00416,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,2,False,45,Stable,Tier-2 Sector-Regional Proxy
ENR-00417-001,SME-2024-00417,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00418-001,SME-2024-00418,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,83,Stable,Tier-1 Entity Lookup
ENR-00419-001,SME-2024-00419,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,50,Stable,Tier-2 Sector-Regional Proxy
ENR-00420-001,SME-2024-00420,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,3,False,30,Declining,Tier-2 Sector-Regional Proxy
ENR-00421-001,SME-2024-00421,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,0,False,71,Declining,Tier-2 Sector-Regional Proxy
ENR-00422-001,SME-2024-00422,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,0,False,59,Declining,Tier-2 Sector-Regional Proxy
ENR-00423-001,SME-2024-00423,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,38,Stable,Tier-2 Sector-Regional Proxy
ENR-00424-001,SME-2024-00424,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,1,True,79,Stable,Tier-1 Entity Lookup
ENR-00425-001,SME-2024-00425,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00426-001,SME-2024-00426,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,True,67,Stable,Tier-2 Sector-Regional Proxy
ENR-00427-001,SME-2024-00427,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Netral,4,True,81,Stable,Tier-1 Entity Lookup
ENR-00428-001,SME-2024-00428,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,2,False,35,Stable,Tier-2 Sector-Regional Proxy
ENR-00429-001,SME-2024-00429,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,55,Growing,Tier-2 Sector-Regional Proxy
ENR-00430-001,SME-2024-00430,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Positif,1,False,33,Declining,Tier-2 Sector-Regional Proxy
ENR-00431-001,SME-2024-00431,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00432-001,SME-2024-00432,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,True,56,Growing,Tier-2 Sector-Regional Proxy
ENR-00433-001,SME-2024-00433,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,72,Stable,Tier-2 Sector-Regional Proxy
ENR-00434-001,SME-2024-00434,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00435-001,SME-2024-00435,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Negatif,0,True,43,Declining,Tier-2 Sector-Regional Proxy
ENR-00436-001,SME-2024-00436,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,29,Growing,Tier-2 Sector-Regional Proxy
ENR-00437-001,SME-2024-00437,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,63,Stable,Tier-1 Entity Lookup
ENR-00438-001,SME-2024-00438,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,True,59,Stable,Tier-1 Entity Lookup
ENR-00439-001,SME-2024-00439,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,58,Growing,Tier-2 Sector-Regional Proxy
ENR-00440-001,SME-2024-00440,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,83,Stable,Tier-2 Sector-Regional Proxy
ENR-00441-001,SME-2024-00441,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,3,False,71,Growing,Tier-1 Entity Lookup
ENR-00442-001,SME-2024-00442,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,59,Stable,Tier-2 Sector-Regional Proxy
ENR-00443-001,SME-2024-00443,2026-06-15,Perusahaan Kuliner & F&B menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00444-001,SME-2024-00444,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00445-001,SME-2024-00445,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,64,Growing,Tier-2 Sector-Regional Proxy
ENR-00446-001,SME-2024-00446,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Negatif,1,False,48,Declining,Tier-2 Sector-Regional Proxy
ENR-00447-001,SME-2024-00447,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,True,71,Stable,Tier-2 Sector-Regional Proxy
ENR-00448-001,SME-2024-00448,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,40,Growing,Tier-2 Sector-Regional Proxy
ENR-00449-001,SME-2024-00449,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,64,Stable,Tier-2 Sector-Regional Proxy
ENR-00450-001,SME-2024-00450,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,37,Growing,Tier-2 Sector-Regional Proxy
ENR-00451-001,SME-2024-00451,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,True,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00452-001,SME-2024-00452,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,1,True,74,Growing,Tier-1 Entity Lookup
ENR-00453-001,SME-2024-00453,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,False,44,Growing,Tier-2 Sector-Regional Proxy
ENR-00454-001,SME-2024-00454,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,4,False,74,Declining,Tier-1 Entity Lookup
ENR-00455-001,SME-2024-00455,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Negatif,0,False,71,Stable,Tier-2 Sector-Regional Proxy
ENR-00456-001,SME-2024-00456,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00457-001,SME-2024-00457,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00458-001,SME-2024-00458,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,34,Stable,Tier-2 Sector-Regional Proxy
ENR-00459-001,SME-2024-00459,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00460-001,SME-2024-00460,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,48,Stable,Tier-2 Sector-Regional Proxy
ENR-00461-001,SME-2024-00461,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,False,42,Growing,Tier-2 Sector-Regional Proxy
ENR-00462-001,SME-2024-00462,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Positif,3,False,95,Stable,Tier-1 Entity Lookup
ENR-00463-001,SME-2024-00463,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Negatif,3,True,69,Growing,Tier-1 Entity Lookup
ENR-00464-001,SME-2024-00464,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,False,73,Growing,Tier-1 Entity Lookup
ENR-00465-001,SME-2024-00465,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,True,52,Growing,Tier-2 Sector-Regional Proxy
ENR-00466-001,SME-2024-00466,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,1,False,25,Declining,Tier-2 Sector-Regional Proxy
ENR-00467-001,SME-2024-00467,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,63,Stable,Tier-2 Sector-Regional Proxy
ENR-00468-001,SME-2024-00468,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,1,False,25,Growing,Tier-2 Sector-Regional Proxy
ENR-00469-001,SME-2024-00469,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,3,True,79,Stable,Tier-1 Entity Lookup
ENR-00470-001,SME-2024-00470,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,57,Stable,Tier-1 Entity Lookup
ENR-00471-001,SME-2024-00471,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Negatif,2,False,73,Stable,Tier-1 Entity Lookup
ENR-00472-001,SME-2024-00472,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00473-001,SME-2024-00473,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00474-001,SME-2024-00474,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,51,Growing,Tier-2 Sector-Regional Proxy
ENR-00475-001,SME-2024-00475,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Negatif,2,False,80,Stable,Tier-2 Sector-Regional Proxy
ENR-00476-001,SME-2024-00476,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,53,Growing,Tier-2 Sector-Regional Proxy
ENR-00477-001,SME-2024-00477,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,0,True,66,Stable,Tier-2 Sector-Regional Proxy
ENR-00478-001,SME-2024-00478,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,0,True,77,Declining,Tier-2 Sector-Regional Proxy
ENR-00479-001,SME-2024-00479,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,True,71,Stable,Tier-2 Sector-Regional Proxy
ENR-00480-001,SME-2024-00480,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,1,False,74,Growing,Tier-1 Entity Lookup
ENR-00481-001,SME-2024-00481,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,2,False,49,Declining,Tier-2 Sector-Regional Proxy
ENR-00482-001,SME-2024-00482,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Negatif,0,True,48,Growing,Tier-2 Sector-Regional Proxy
ENR-00483-001,SME-2024-00483,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,37,Growing,Tier-2 Sector-Regional Proxy
ENR-00484-001,SME-2024-00484,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,3,True,70,Stable,Tier-1 Entity Lookup
ENR-00485-001,SME-2024-00485,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,True,48,Stable,Tier-2 Sector-Regional Proxy
