customer_id,company_name,business_sector,region,segment,company_scale,employee_count,tenure_years,total_mrr,product_count,months_available,potential_score,stability_score,churn_risk_index,assigned_score,score_category,confidence_score,priority_score,primary_action,secondary_action,timing,channel,expected_success_rate,rationale
SME-2024-00564,Toko Sumber Mulia Lestari,Jasa Keuangan,Semarang,Pelanggan Tetap,Kecil,11,1.875,1227709.0,1.0,12,58.2,72.5,31.3,72.5,Stable,85,0.175,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00565,Kios Mandiri Optima Sentosa,Teknologi Informasi,Surabaya,Pelanggan Tetap,Mikro,5,4.633333333333334,6876581.0,3.0,12,45.7,65.7,37.7,65.7,Stable,85,0.385,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00566,Warung Sumber Data Sentosa,Jasa Keuangan,Bandar Lampung,Pelanggan Tetap,Mikro,2,2.65,2035120.0,1.0,12,68.2,69.4,16.2,69.4,Stable,85,0.216,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00567,Toko Nusantara Konektifitas Mandiri,Media & Kreatif,Surabaya,Pelanggan Tetap,Mikro,5,5.608333333333333,10066270.0,2.0,12,41.1,78.3,19.3,78.3,Stable,85,0.42,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00568,CV Garuda Indah Abadi,Transportasi & Logistik,Bandar Lampung,Pelanggan Tetap,Menengah,99,5.133333333333334,2955432.0,2.0,12,63.6,83.0,17.9,83.0,Highly Stable,85,0.177,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00569,UD Bukit Pratama Lestari,Manufaktur,Medan,Pelanggan Tetap,Kecil,16,2.6333333333333333,4359948.0,1.0,12,59.4,73.2,15.5,73.2,Stable,85,0.269,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00570,UD Jaya Digital Pratama,Transportasi & Logistik,Yogyakarta,Pelanggan Tetap,Kecil,11,4.533333333333333,3474649.0,1.0,12,51.1,73.8,21.1,73.8,Stable,85,0.239,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00571,Toko Nusantara Utama Lestari,Manufaktur,Bandung,Pelanggan Tetap,Kecil,10,4.858333333333333,2708343.0,2.0,12,62.9,85.4,11.6,85.4,Highly Stable,85,0.157,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00572,Toko Surya Cemerlang Jaya,Konstruksi,Surabaya,Pelanggan Tetap,Mikro,4,4.1000000000000005,8976352.0,2.0,12,54.1,68.0,24.7,68.0,Stable,85,0.439,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00573,Kios Jaya Makmur Sentosa,Pendidikan & Training,Yogyakarta,Pelanggan Tetap,Mikro,3,1.8833333333333335,1429458.0,1.0,12,47.2,72.7,22.0,72.7,Stable,85,0.181,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00574,CV Bintang Digital Jaya,Manufaktur,Surabaya,Pelanggan Tetap,Kecil,15,1.7833333333333332,11009777.0,1.0,12,52.1,67.7,22.9,67.7,Stable,85,0.503,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00575,PT Duta Pratama,Transportasi & Logistik,Denpasar,Pelanggan Tetap,Menengah,49,4.983333333333333,0.0,,12,65.1,77.2,13.1,77.2,Stable,80,0.114,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00576,CV Sumber Konektifitas Jaya,Media & Kreatif,Tangerang,Pelanggan Tetap,Menengah,77,3.4416666666666664,5243023.0,1.0,12,74.9,73.7,18.2,73.7,Stable,85,0.294,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00577,Toko Berkah Andalan Abadi,Properti & Real Estate,Batam,Pelanggan Tetap,Mikro,3,1.75,3027005.0,1.0,12,47.0,75.2,19.1,75.2,Stable,82,0.218,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00578,UD Sentosa Solusi Sentosa,Kesehatan,Medan,Pelanggan Tetap,Mikro,1,3.783333333333333,6789675.0,2.0,12,45.6,69.2,17.8,69.2,Stable,85,0.364,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00579,Toko Sumber Solusi Mandiri,Perdagangan Eceran,Makassar,Pelanggan Tetap,Kecil,9,2.8000000000000003,1394174.0,1.0,12,55.3,73.0,22.3,73.0,Stable,85,0.178,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00580,Toko Duta Konektifitas Abadi,Perdagangan Eceran,Batam,Pelanggan Tetap,Kecil,17,6.191666666666666,4041272.0,1.0,12,46.3,73.2,24.8,73.2,Stable,85,0.259,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00581,UD Duta Sakti,Perdagangan Eceran,Bandung,Pelanggan Tetap,Kecil,12,3.0500000000000003,1984650.0,1.0,12,44.3,69.2,24.4,69.2,Stable,85,0.216,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00582,Warung Tirta Sejahtera Lestari,Konstruksi,Jakarta,Pelanggan Tetap,Mikro,4,1.7249999999999999,11791091.0,2.0,12,39.6,73.0,22.0,73.0,Stable,82,0.501,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00583,UD Sumber Digital Abadi,Pertanian & Agribisnis,Yogyakarta,Pelanggan Tetap,Kecil,16,4.7749999999999995,2218303.0,1.0,12,52.3,67.8,39.7,67.8,Stable,85,0.23,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00584,PT Mega Andalan Mandiri,Pendidikan & Training,Semarang,Pelanggan Tetap,Menengah,40,3.1666666666666665,7179787.0,2.0,12,78.8,86.8,11.4,86.8,Highly Stable,85,0.289,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00585,CV Sriwijaya Lestari,Konstruksi,Palembang,Pelanggan Tetap,Menengah,35,3.9916666666666667,1285542.0,1.0,12,67.2,77.5,15.6,77.5,Stable,85,0.152,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00586,Toko Permata Sinergi,Perdagangan Eceran,Semarang,Pelanggan Tetap,Mikro,3,3.266666666666667,1626923.0,1.0,12,58.2,72.9,22.6,72.9,Stable,85,0.186,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00587,Toko Mandiri Utama,Jasa Keuangan,Medan,Pelanggan Tetap,Kecil,10,5.783333333333334,1958771.0,1.0,12,59.1,84.1,11.5,84.1,Highly Stable,82,0.14,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00588,PT Mandiri Network Abadi,Properti & Real Estate,Semarang,Pelanggan Tetap,Menengah,94,3.983333333333333,510367.0,1.0,12,72.6,86.9,16.7,86.9,Highly Stable,82,0.081,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00589,CV Bintang Teknologi Lestari,Manufaktur,Semarang,Pelanggan Tetap,Kecil,14,3.25,801543.0,1.0,12,49.3,73.3,15.7,73.3,Stable,85,0.158,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00590,UD Berkah Sinergi,Jasa Keuangan,Surabaya,Pelanggan Tetap,Kecil,6,2.2666666666666666,4486883.0,2.0,12,42.9,66.2,25.8,66.2,Stable,85,0.308,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00591,UD Tirta Data Sentosa,Manufaktur,Bandung,Pelanggan Tetap,Kecil,19,2.15,1677692.0,1.0,12,59.5,72.7,16.0,72.7,Stable,82,0.189,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00592,Toko Mandiri Indah Abadi,Teknologi Informasi,Makassar,Pelanggan Tetap,Kecil,19,3.9583333333333335,2586444.0,1.0,12,49.6,80.4,17.3,80.4,Highly Stable,85,0.178,Upsell Premium Services,Invite to beta program / exclusive features,Quarterly business review,Executive Visit + Proposal,65,Strong loyalty foundation. Maximize lifetime value through expansion.
SME-2024-00593,CV Duta Bahagia,Konstruksi,Malang,Pelanggan Tetap,Kecil,12,5.966666666666666,5493350.0,2.0,12,52.3,70.5,19.7,70.5,Stable,85,0.318,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00594,Toko Nusantara Network Mandiri,Pendidikan & Training,Denpasar,Pelanggan Tetap,Kecil,7,2.8249999999999997,1694506.0,1.0,12,47.3,68.5,16.6,68.5,Stable,85,0.21,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00595,UD Mitra Solusi Abadi,Manufaktur,Makassar,Pelanggan Tetap,Mikro,4,3.375,5394004.0,3.0,12,57.1,70.8,19.8,70.8,Stable,85,0.313,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00596,Toko Bumi Sakti Jaya,Properti & Real Estate,Tangerang,Pelanggan Tetap,Mikro,1,4.258333333333334,2281485.0,1.0,12,55.2,73.4,16.1,73.4,Stable,85,0.204,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00597,CV Sriwijaya Network Mandiri,Kesehatan,Medan,Pelanggan Tetap,Kecil,20,5.791666666666667,9609344.0,3.0,12,40.5,78.1,16.8,78.1,Stable,82,0.408,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00598,Toko Bintang Sakti Jaya,Manufaktur,Batam,Pelanggan Tetap,Mikro,2,2.025,11485404.0,3.0,12,50.9,68.1,19.8,68.1,Stable,85,0.516,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00599,Warung Mitra Persada Mandiri,Media & Kreatif,Semarang,Pelanggan Tetap,Mikro,3,6.133333333333333,1185011.0,1.0,12,49.5,79.6,19.0,79.6,Stable,85,0.139,Proactive Health Check,Usage optimization consultation,Bi-annual touchpoint,Phone Call + Usage Report,50,Stable but monitor for early decline signals.
SME-2024-00600,CV Duta Mulia Lestari,Properti & Real Estate,Bandung,Pelanggan Tetap,Kecil,17,5.208333333333333,1570830.0,1.0,12,40.7,58.0,29.5,58.0,At Risk,85,0.259,Retention Intervention Call,Personalized discount or service upgrade offer,Immediate (within 48 hours),Senior Manager Phone Call + WhatsApp,40,Stability score declining. Act before entering Berisiko segment.
SME-2024-00601,Toko Mega Pratama Abadi,Kesehatan,Denpasar,Pelanggan Baru,Mikro,2,0.39999999999999997,3055204.0,1.0,5,53.1,66.9,14.7,53.1,Medium Potential,77,0.36,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00602,CV Jaya Sejahtera Lestari,Pertanian & Agribisnis,Medan,Pelanggan Baru,Menengah,97,0.075,3060949.0,2.0,1,63.6,63.4,21.7,63.6,Medium Potential,72,0.413,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00603,PT Citra Optima Pratama,Jasa Keuangan,Bandar Lampung,Pelanggan Baru,Menengah,57,0.05833333333333333,2689435.0,1.0,1,73.3,67.5,18.9,73.3,Medium Potential,72,0.45,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00604,UD Mandiri Sakti Mandiri,Konstruksi,Makassar,Pelanggan Baru,Mikro,1,0.39166666666666666,1139043.0,1.0,5,51.9,66.6,20.2,51.9,Medium Potential,80,0.295,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00605,CV Karya Konektifitas Pratama,Transportasi & Logistik,Malang,Pelanggan Baru,Kecil,17,0.024999999999999998,956643.0,1.0,1,51.6,68.7,18.5,51.6,Medium Potential,72,0.288,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00606,CV Mega Konektifitas Mandiri,Transportasi & Logistik,Bandar Lampung,Pelanggan Baru,Menengah,36,0.09166666666666667,11606855.0,3.0,2,74.2,58.4,25.2,74.2,Medium Potential,77,0.731,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00607,CV Sriwijaya Makmur Lestari,Perdagangan Eceran,Palembang,Pelanggan Baru,Kecil,10,0.09166666666666667,2322726.0,1.0,2,57.2,65.3,17.4,57.2,Medium Potential,72,0.358,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00608,PT Abadi Sakti,Perdagangan Eceran,Bandung,Pelanggan Baru,Menengah,94,0.48333333333333334,2162044.0,1.0,6,67.2,74.8,12.8,67.2,Medium Potential,85,0.403,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00609,PT Sumber Makmur Pratama,Perdagangan Eceran,Bandar Lampung,Pelanggan Baru,Menengah,77,0.35833333333333334,9500811.0,2.0,5,76.9,63.1,16.4,76.9,High Potential,80,0.679,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00610,UD Sriwijaya Lestari Lestari,Teknologi Informasi,Jakarta,Pelanggan Baru,Kecil,7,0.45,928846.0,1.0,6,52.9,72.9,11.6,52.9,Medium Potential,85,0.293,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00611,CV Sriwijaya Utama,Kesehatan,Makassar,Pelanggan Baru,Kecil,10,0.06666666666666667,2144718.0,1.0,1,58.4,76.2,13.8,58.4,Medium Potential,72,0.359,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00612,UD Sriwijaya Konektifitas Lestari,Konstruksi,Tangerang,Pelanggan Baru,Mikro,3,0.25,2270046.0,1.0,3,41.5,67.6,21.9,41.5,Low Potential,80,0.278,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00613,Toko Sumber Sinergi Abadi,Jasa Keuangan,Bandar Lampung,Pelanggan Baru,Mikro,5,0.125,3483790.0,2.0,2,62.3,65.2,22.4,62.3,Medium Potential,77,0.42,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00614,Toko Sumber Indah Mandiri,Jasa Keuangan,Bandar Lampung,Pelanggan Baru,Kecil,14,0.041666666666666664,7910208.0,1.0,1,48.4,64.6,23.1,48.4,Low Potential,72,0.487,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00615,Toko Surya Sinergi Sentosa,Konstruksi,Medan,Pelanggan Baru,Mikro,1,0.325,6319427.0,2.0,4,52.5,68.3,20.4,52.5,Medium Potential,80,0.458,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00616,Toko Sriwijaya Konektifitas,Teknologi Informasi,Surabaya,Pelanggan Baru,Kecil,17,0.2916666666666667,6840490.0,2.0,4,40.3,59.4,22.1,40.3,Low Potential,80,0.414,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00617,PT Jaya Digital Pratama,Pertanian & Agribisnis,Denpasar,Pelanggan Baru,Besar,216,0.15,2275796.0,1.0,2,79.3,67.9,20.1,79.3,High Potential,77,0.467,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00618,CV Permata Andalan Sentosa,Kesehatan,Bandar Lampung,Pelanggan Baru,Kecil,20,0.21666666666666667,9338108.0,2.0,3,53.3,67.4,20.2,53.3,Medium Potential,80,0.556,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00619,CV Karya Optima,Manufaktur,Makassar,Pelanggan Baru,Menengah,76,0.09166666666666667,7977819.0,1.0,2,58.3,59.0,21.3,58.3,Medium Potential,72,0.539,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00620,Toko Citra Sejahtera Sentosa,Perdagangan Eceran,Tangerang,Pelanggan Baru,Kecil,18,0.10833333333333334,3437129.0,1.0,2,62.0,75.5,11.9,62.0,Medium Potential,77,0.417,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00621,CV Permata Konektifitas Sentosa,Pendidikan & Training,Semarang,Pelanggan Baru,Kecil,14,0.2916666666666667,8362885.0,2.0,4,63.3,65.0,24.1,63.3,Medium Potential,80,0.576,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00622,UD Jaya Bahagia,Kesehatan,Medan,Pelanggan Baru,Kecil,6,0.2333333333333333,4484427.0,1.0,3,48.8,61.1,20.3,48.8,Low Potential,80,0.383,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00623,UD Sentosa Data Lestari,Manufaktur,Denpasar,Pelanggan Baru,Mikro,1,0.15,5416823.0,2.0,2,69.0,68.6,15.9,69.0,Medium Potential,77,0.513,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00624,Toko Mandiri Solusi Pratama,Kesehatan,Malang,Pelanggan Baru,Mikro,1,0.024999999999999998,2458442.0,1.0,1,47.3,61.5,28.6,47.3,Low Potential,72,0.313,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00625,UD Berkah Sakti Lestari,Media & Kreatif,Batam,Pelanggan Baru,Mikro,2,0.10833333333333334,4621996.0,2.0,2,45.2,70.0,18.2,45.2,Low Potential,77,0.369,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00626,UD Bukit Data Mandiri,Konstruksi,Makassar,Pelanggan Baru,Kecil,8,0.09166666666666667,10944154.0,2.0,2,51.7,64.3,17.8,51.7,Medium Potential,77,0.598,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00627,Toko Karya Sejahtera Sentosa,Transportasi & Logistik,Denpasar,Pelanggan Baru,Kecil,15,0.075,1656647.0,1.0,1,69.8,68.8,23.1,69.8,Medium Potential,72,0.4,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00628,CV Sentosa Persada,Pertanian & Agribisnis,Semarang,Pelanggan Baru,Menengah,25,0.25833333333333336,4274459.0,1.0,4,63.1,66.5,19.8,63.1,Medium Potential,80,0.448,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00629,UD Garuda Pratama Abadi,Kuliner & F&B,Bandar Lampung,Pelanggan Baru,Kecil,18,0.2833333333333333,1611325.0,1.0,4,64.6,73.9,14.3,64.6,Medium Potential,80,0.373,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00630,CV Bintang Indah Jaya,Teknologi Informasi,Denpasar,Pelanggan Baru,Kecil,16,0.4166666666666667,7037917.0,1.0,6,44.8,55.6,19.6,44.8,Low Potential,85,0.442,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00631,CV Duta Teknologi Pratama,Teknologi Informasi,Makassar,Pelanggan Baru,Menengah,63,0.3333333333333333,8896273.0,1.0,4,79.8,70.8,20.2,79.8,High Potential,80,0.675,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00632,Warung Bukit Mulia Sentosa,Pendidikan & Training,Palembang,Pelanggan Baru,Mikro,4,0.45,1563633.0,1.0,6,58.5,60.5,19.9,58.5,Medium Potential,85,0.341,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00633,Kios Bukit Sejahtera Jaya,Manufaktur,Makassar,Pelanggan Baru,Mikro,2,0.26666666666666666,2612105.0,1.0,4,65.4,66.4,16.8,65.4,Medium Potential,80,0.408,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00634,PT Sumber Digital,Perdagangan Eceran,Denpasar,Pelanggan Baru,Menengah,68,0.3333333333333333,4959135.0,1.0,5,59.3,76.8,16.7,59.3,Medium Potential,77,0.45,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00635,Toko Abadi Bahagia Lestari,Perdagangan Eceran,Yogyakarta,Pelanggan Baru,Kecil,15,0.21666666666666667,2580247.0,2.0,3,65.9,71.8,29.6,65.9,Medium Potential,80,0.41,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00636,Toko Duta Makmur Mandiri,Transportasi & Logistik,Tangerang,Pelanggan Baru,Kecil,17,0.26666666666666666,865568.0,1.0,4,40.0,58.2,20.9,40.0,Low Potential,80,0.227,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00637,Toko Jaya Optima Lestari,Perdagangan Eceran,Malang,Pelanggan Baru,Kecil,12,0.19166666666666665,2619621.0,1.0,3,52.2,66.2,21.7,52.2,Medium Potential,80,0.342,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00638,Warung Mandiri Sinergi Lestari,Manufaktur,Semarang,Pelanggan Baru,Mikro,5,0.13333333333333333,7722936.0,1.0,2,54.3,67.9,19.1,54.3,Medium Potential,77,0.511,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00639,PT Mega Optima Lestari,Properti & Real Estate,Malang,Pelanggan Baru,Besar,114,0.20833333333333334,5454173.0,2.0,3,60.1,64.5,21.2,60.1,Medium Potential,80,0.47,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00640,CV Tirta Pratama Pratama,Media & Kreatif,Batam,Pelanggan Baru,Menengah,99,0.041666666666666664,2013124.0,1.0,1,68.1,67.4,18.8,68.1,Medium Potential,72,0.403,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00641,PT Bukit Mulia Jaya,Kuliner & F&B,Jakarta,Pelanggan Baru,Menengah,97,0.43333333333333335,9563251.0,2.0,6,69.4,68.2,18.8,69.4,Medium Potential,85,0.643,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00642,Warung Jaya Konektifitas Lestari,Properti & Real Estate,Palembang,Pelanggan Baru,Mikro,2,0.08333333333333333,5366652.0,1.0,1,49.2,72.5,16.4,49.2,Low Potential,69,0.412,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00643,CV Garuda Konektifitas Jaya,Konstruksi,Malang,Pelanggan Baru,Menengah,65,0.19999999999999998,2077283.0,1.0,3,58.0,68.2,19.1,58.0,Medium Potential,80,0.354,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
